""
"User Stories"
"BRD - USC 9 – Archive boarding records","As an Admin, I want completed boarding records to be archived, so that we keep a full service history.   Conversation: store duration, pet info, payments, video access logs.retain records for 2 years minimum.  Confirmation: Test that records cannot be deleted within retention period  Dependencies: BRD - USC 1–8 (boarding interactions)","Booking Records & Compliance"
"FAC-USC9 – Highlight compliance issues in report","As an Admin, I want the system to highlight critical compliance issues in reports, so that management can quickly identify risks.   Conversation: Highlight overdue inspections, failed checks, and unresolved maintenance.Use red/yellow markers for severity.Include summary section of key issues.    Confirmation: Test overdue tasks are highlighted.Test unresolved maintenance flagged correctly.Test summary displays top issues.  Dependencies: FAC-USC7 (Generate compliance report data).","Reporting & Oversight"
"BIL-USC10 – Notify failed payment","As a Customer, I want to be notified when a payment fails, so that I can take corrective action.   Conversation: Notify via email/app.Include reason (insufficient funds).  Confirmation: Test notification sent on failure.Test reason included.  Dependencies: BIL-USC9 (Retry failed payment).","Payment Processing"
"PRD-USC10 – Select shipping or pickup option","As a Customer, I want to choose shipping or pickup, so that I can receive products conveniently.   Conversation: Options: home delivery, in-store pickup.Show shipping cost.  Confirmation: Test option selection works.Test cost applied.  Dependencies: PRD-USC9 (Add to cart).","Product Sales"
"GRM - USC 9 – Select multiple grooming services","As a customer, I want to select more than one grooming service for my pet, so that I can build a personalized package.   Conversation: allow multi-select in booking flow.calculate total cost dynamically.  Confirmation: Test that customer can select multiple servicesTest that system calculates total correctly  Dependencies: GRM - USC 2 (catalog visible)","Customer Service Selection"
"INV-USC8 – Confirm receipt of shipment","As a Staff, I want to confirm receipt of a purchase order shipment, so that inventory levels are updated accurately.   Conversation: Record actual quantity received vs ordered.Allow reporting damaged or missing items.Update stock levels immediately.  Confirmation: Test received items correctly increase inventory.Test discrepancies are logged (damaged/missing).Test PO status changes to ""Received"".  Dependencies: INV-USC10 (Send purchase order to supplier).","Inventory Management"
"CPI-USC11 – Customer login / authentication","As a Customer, I want to log in to my account, so that I can access bookings and purchases.   Conversation: present login form (email + password).support “remember me”.lock account after N failed attempts.support password reset link flow.  Confirmation: test successful logintest failed login counts toward lockouttest password reset email sent and token expires  Dependencies: CPI-USC1 (Create customer account).","Customer Account"
"BIL-USC11 – Update booking/order after failed payment","As an Admin, I want booking/order status to update after final payment failure, so that operations reflect reality.   Conversation: Mark booking as “unpaid” or “canceled.”Notify staff.  Confirmation: Test status changes after final failure.Test staff notified.  Dependencies: BIL-USC9 (Retry failed payment).","Payment Processing"
"BRD-USC10 – Cancel boarding booking","As a Customer, I want to cancel my boarding booking, so that I can change plans.   Conversation: Show cancellation policy.Allow cancellation before cutoff.  Confirmation: Test booking cancels.Test policy enforced.  Dependencies: BRD-USC1 (Specify duration).","Booking Lifecycle"
"FAC-USC10 – Distribute compliance report","As an Admin, I want to distribute compliance reports to management, so that stakeholders are informed of facility safety status.   Conversation: Select recipients and delivery channels, then send report link or file.Record distribution log with recipient and timestamp.Allow scheduled automatic distribution.  Confirmation: Test that distribution sends report to selected recipients and logs delivery.Test scheduled distributions execute at configured times.Test invalid recipient addresses are reported and skipped without blocking remaining sends.  Dependencies:  FAC-USC8 (Highlight compliance issues in report).","Reporting & Oversight"
"PRD-USC11 – Apply taxes and promotions","As an Admin, I want system to apply tax and promotions at checkout, so that pricing is accurate.   Conversation: Tax rules by region.Support discount codes.  Confirmation: Test tax applied correctly.Test valid/invalid discount code.  Dependencies: PRD-USC9 (Add to cart).","Product Sales"
"GRM - USC 10 – Select a grooming package","As a customer, I want to choose a grooming package, so that my pet receives multiple services conveniently at a lower price.   Conversation: allow selection from package list.show price advantage compared to single services.  Confirmation: Test that customer can select a packageTest that package pricing is applied  Dependencies: GRM - USC 6 (packages visible)","Customer Service Selection"
"INV-USC11 – Auto-generate purchase order from EOQ","As an Admin, I want system to auto-generate purchase orders based on EOQ, so that stock is replenished efficiently.   Conversation: Define trigger conditions for auto-generation.Include supplier info and EOQ quantity.Notify admin for approval.  Confirmation: Test automatic purchase order generation when stock < reorder point.Test notification delivery to admin.Test duplicate order prevention.  Dependencies: INV-USC6 (EOQ).","Inventory Management"
"CPI-USC12 – Reset password","As a Customer, I want to reset my password if I forget it, so that I can regain access to my account.   Conversation: Request password reset via email.Generate secure token with expiry (e.g., 30 mins).Force new password to meet policy (length, complexity).  Confirmation: Test reset email is sent with token.Test expired/invalid token fails.Test new password is enforced with policy.  Dependencies: CPI-USC11 (Login).","Customer Account"
"BRD-USC11 – Process refund or credit after cancellation","As an Admin, I want system to process refund or credit, so that customer accounts are updated.   Conversation: Calculate refund based on policy.Refund via BIL-USC3.  Confirmation: Test refund processed.Test credit applied.  Dependencies: BRD-USC10 (Cancel booking)BIL-USC3 (Handle refunds)","Booking Lifecycle"
"PRD-USC12 – Place order and trigger payment","As a Customer, I want to place my order and pay, so that I can complete the purchase.   Conversation: Confirm cart summary.Trigger payment via BIL-USC1.  Confirmation: Test order created.Test payment triggered.  Dependencies: PRD-USC9BIL-USC1","Product Sales"
"CPI-USC13 – Enable two-factor authentication (2FA)","As a Customer, I want to enable two-factor authentication, so that my account has stronger security against unauthorized access.   Conversation: Support enrollment via SMS code or authenticator app.Require 2FA during login and sensitive actions (payments, profile update).Provide recovery codes in case device lost.  Confirmation: Test user can enroll device and verify code.Test login requires 2FA if enabled.Test recovery codes work if device unavailable.  Dependencies: CPI-USC11 (Login).","Customer Account"
"BRD-USC12 – Record video access consent/withdrawal","As a Customer, I want to give or withdraw consent for video access, so that my privacy is respected.   Conversation: Checkbox on profile.Change anytime.  Confirmation: Test consent stored.Test withdrawal disables access.  Dependencies: BRD-USC5 (Access live video feed).","Monitoring & Notifications"
"PRD-USC13 – Request product return","As a Customer, I want to request a return, so that I can get a refund or exchange.   Conversation: Limit return window (e.g., 14 days).Attach photos.  Confirmation: Test request creation.Test photos uploaded.  Dependencies: PRD-USC12 (Place order).","Product Sales"
"BRD-USC13 – Configure video retention period","As an Admin, I want to configure how long video recordings are kept, so that we comply with policy.   Conversation: Default 30 days.Auto-delete after expiry.  Confirmation: Test retention setting applies.Test expired video auto-deleted.  Dependencies: BRD-USC5","Monitoring & Notifications"
"PRD-USC14 – Approve or reject return request","As an Admin, I want to approve or reject return requests, so that policy is enforced.   Conversation: Approve with refund or exchange.Reject with reason.  Confirmation: Test Admin decision stored.Test reason visible to customer.  Dependencies: PRD-USC13 (Request return).","Product Sales"
"BRD-USC14 – Log video access events","As an Admin, I want system to log each video access, so that we have audit evidence.   Conversation: Store user, timestamp, session duration.  Confirmation: Test log entry created each access.Test logs retrievable for audit.  Dependencies: BRD-USC12 (Consent).","Monitoring & Notifications"

